Campaign_ID,Platform,Objective,CTR_est,CPC_est,Historical_CPC,Historical_ConvRate,Historical_Budget,Best_Source_Score,Leads_Forward,Leads_Rejected,Qualification_Rate,Active_Leads,Suggested_Budget
1517,Google,Conversions,0.048,1.15,2.69,0.098,358,0.65,5,2,0.36,32,144
1518,Google,Awareness,0.032,2.91,1.33,0.063,308,0.89,8,9,0.96,47,149
1519,TikTok,Conversions,0.015,1.72,2.03,0.07,291,0.91,2,4,0.92,21,134
1520,Facebook,Awareness,0.043,1.6,1.02,0.073,342,0.62,17,9,0.34,10,161
1521,TikTok,Awareness,0.045,1.69,1.64,0.119,315,0.55,18,9,0.73,7,161
1522,Google,Traffic,0.01,2.75,2.29,0.05,458,0.74,6,1,0.6,12,185
1523,TikTok,Awareness,0.047,0.51,1.29,0.073,327,0.86,7,2,0.22,27,143
1524,TikTok,Conversions,0.044,2.19,1.56,0.093,104,0.77,9,3,0.3,29,79
1525,TikTok,Conversions,0.031,2.05,2.73,0.094,478,0.57,11,8,0.35,15,187
1526,Google,Conversions,0.044,1.35,0.58,0.025,485,0.71,2,9,0.87,16,180
1527,Facebook,Awareness,0.011,2.03,0.63,0.116,82,0.71,6,3,0.78,39,73
1528,Google,Conversions,0.037,1.49,1.93,0.064,460,0.53,9,1,0.65,40,188
1529,Google,Traffic,0.032,2.96,2.31,0.027,167,0.8,0,5,0.32,9,75
1530,Facebook,Conversions,0.026,2.75,0.98,0.077,291,0.74,8,9,0.81,24,136
1531,TikTok,Awareness,0.011,2.82,1.37,0.114,195,0.83,0,9,0.8,12,90
1532,TikTok,Traffic,0.034,2.34,1.53,0.031,278,0.83,10,4,0.29,28,135
1533,Google,Conversions,0.047,1.18,0.51,0.028,412,0.85,13,9,0.37,37,180
1534,TikTok,Traffic,0.045,2.36,0.92,0.047,59,0.74,7,4,0.89,29,71
1535,Google,Awareness,0.018,0.89,1.64,0.06,61,0.85,15,9,0.92,10,90
1536,TikTok,Conversions,0.037,1.68,2.5,0.081,499,0.52,2,2,0.24,32,173
1537,TikTok,Conversions,0.047,1.96,1.83,0.052,474,0.66,0,8,0.25,40,159
1538,TikTok,Conversions,0.026,2.99,2.14,0.024,268,0.91,11,7,0.64,25,141
1539,Facebook,Awareness,0.02,1.09,2.68,0.108,419,0.55,18,0,0.71,26,201
1540,Facebook,Conversions,0.024,2.23,1.68,0.092,50,0.69,7,0,0.65,44,66
1541,Google,Conversions,0.021,2.37,2.38,0.047,294,0.57,11,2,0.78,35,146
1542,TikTok,Conversions,0.023,0.92,2.36,0.103,170,0.91,11,4,0.69,7,115
1543,Facebook,Awareness,0.049,1.53,2.85,0.066,382,0.85,14,4,0.94,11,189
1544,TikTok,Conversions,0.012,2.38,1.79,0.093,466,0.93,5,1,0.34,14,186
1545,Facebook,Awareness,0.01,2.22,2.63,0.11,264,0.57,7,5,0.89,32,126
1546,TikTok,Conversions,0.042,0.5,1.12,0.03,467,0.54,14,7,0.84,6,201
1547,Facebook,Awareness,0.015,0.71,1.38,0.021,54,0.85,4,1,0.64,46,63
1548,TikTok,Awareness,0.047,2.75,2.91,0.03,451,0.91,2,7,0.51,16,170
1549,Google,Conversions,0.036,2.17,2.7,0.084,291,0.83,6,8,0.7,8,133
1550,TikTok,Awareness,0.036,2.52,1.28,0.052,226,0.7,14,7,0.28,42,122
1551,TikTok,Conversions,0.018,1.93,2.96,0.112,299,0.94,3,6,0.29,30,125
1552,TikTok,Traffic,0.024,0.69,1.72,0.041,364,0.58,7,8,0.91,12,154
1553,TikTok,Conversions,0.043,2.14,2.81,0.077,187,0.56,2,4,0.48,21,83
1554,Facebook,Traffic,0.02,0.66,0.68,0.07,171,0.83,17,9,0.44,28,118
1555,Facebook,Conversions,0.021,2.02,2.16,0.07,343,0.58,0,0,0.64,19,133
1556,TikTok,Conversions,0.046,1.61,1.74,0.113,294,0.71,12,5,0.74,10,149
1557,Facebook,Traffic,0.025,1.59,2.66,0.074,64,0.53,4,3,0.34,5,48
1558,Facebook,Awareness,0.02,0.82,1.91,0.049,391,0.84,6,8,0.92,31,167
1559,Google,Traffic,0.046,0.87,0.59,0.032,451,0.78,6,5,0.28,42,174
1560,Google,Traffic,0.013,1.98,1.76,0.039,193,0.83,14,7,0.47,16,120
1561,Google,Conversions,0.029,1.6,1.7,0.029,273,0.7,1,4,0.86,30,118
1562,Google,Conversions,0.024,2.27,1.04,0.025,79,0.58,2,4,0.57,28,53
1563,Google,Conversions,0.018,0.97,1.45,0.112,260,0.87,0,5,0.38,9,106
1564,Google,Conversions,0.03,1.14,2.84,0.052,262,0.69,15,0,0.71,30,151
1565,TikTok,Traffic,0.024,1.0,1.68,0.062,487,0.53,7,8,0.97,6,190
1566,Google,Traffic,0.024,2.48,0.56,0.085,357,0.73,8,5,0.81,12,160
1567,TikTok,Traffic,0.034,1.65,1.61,0.116,221,0.68,2,5,0.63,15,99
1568,TikTok,Traffic,0.04,2.4,1.01,0.109,341,0.58,19,8,0.41,36,167
1569,TikTok,Traffic,0.013,0.95,0.95,0.049,396,0.62,5,1,0.93,23,167
1570,TikTok,Awareness,0.038,1.91,3.0,0.107,456,0.9,18,1,0.7,24,221
1571,Google,Conversions,0.019,2.44,2.98,0.082,94,0.93,12,9,0.82,41,93
1572,Facebook,Traffic,0.049,0.84,1.15,0.053,282,0.93,7,8,0.51,36,132
1573,TikTok,Traffic,0.026,1.96,2.52,0.117,154,0.76,2,8,0.95,5,85
1574,Google,Awareness,0.04,0.6,1.8,0.105,136,0.61,5,5,0.51,12,76
1575,Facebook,Traffic,0.011,1.82,1.86,0.042,158,0.54,19,4,0.84,5,123
1576,TikTok,Awareness,0.046,2.26,0.66,0.049,127,0.51,11,3,0.6,12,89
1577,TikTok,Traffic,0.028,0.83,0.65,0.028,109,0.54,18,6,0.49,48,97
1578,TikTok,Traffic,0.049,0.77,2.13,0.076,478,0.65,17,0,0.27,47,210
1579,TikTok,Traffic,0.011,1.58,2.93,0.097,121,0.63,3,5,0.29,9,63
1580,TikTok,Awareness,0.049,1.78,1.08,0.028,371,0.57,8,4,0.31,31,150
1581,TikTok,Awareness,0.039,0.55,1.63,0.112,215,0.52,6,5,0.21,33,94
1582,Facebook,Traffic,0.047,0.75,1.72,0.062,373,0.81,4,4,0.82,44,158
1583,TikTok,Traffic,0.044,2.89,1.59,0.116,355,0.59,0,1,0.46,20,132
1584,Google,Traffic,0.04,2.66,0.61,0.058,442,0.88,8,6,0.29,40,178
1585,Facebook,Awareness,0.04,1.32,2.57,0.107,458,0.59,10,5,0.71,34,189
1586,Facebook,Conversions,0.014,2.6,0.99,0.051,55,0.89,8,6,0.57,22,68
1587,Facebook,Awareness,0.043,0.95,2.97,0.05,342,0.83,11,7,0.96,19,167
1588,Facebook,Traffic,0.037,2.97,1.37,0.059,227,0.92,7,0,0.65,49,126
1589,TikTok,Conversions,0.02,1.79,0.78,0.051,371,0.93,6,9,0.71,29,159
1590,Facebook,Conversions,0.022,1.4,1.1,0.025,181,0.89,18,5,0.8,32,137
1591,TikTok,Awareness,0.043,1.85,2.5,0.033,262,0.81,12,7,0.6,33,137
1592,TikTok,Awareness,0.038,0.68,2.41,0.111,229,0.69,0,3,0.32,42,92
1593,Facebook,Traffic,0.03,1.3,1.6,0.031,250,0.53,16,6,0.56,14,136
1594,TikTok,Awareness,0.029,1.19,2.88,0.106,153,0.62,13,8,0.28,18,94
1595,TikTok,Traffic,0.045,2.58,0.8,0.078,217,0.63,15,7,0.54,25,125
1596,TikTok,Awareness,0.037,2.56,1.7,0.065,204,0.69,1,3,0.25,23,86
1597,Google,Awareness,0.011,2.66,0.68,0.102,464,0.86,10,2,0.9,14,206
1598,Facebook,Conversions,0.045,1.83,0.89,0.066,416,0.77,4,9,0.28,19,154
1599,TikTok,Traffic,0.027,0.53,1.87,0.113,406,0.89,17,2,0.88,16,206
1600,Google,Traffic,0.026,1.14,2.16,0.111,405,0.67,19,6,0.84,42,199
1601,TikTok,Conversions,0.046,2.81,1.74,0.034,67,0.8,8,2,0.53,41,72
1602,TikTok,Awareness,0.047,0.77,2.01,0.103,51,0.61,19,2,0.4,24,87
1603,Facebook,Awareness,0.015,1.27,1.47,0.059,320,0.83,12,2,0.84,36,165
1604,Google,Awareness,0.026,2.76,0.61,0.083,440,0.68,3,1,0.24,32,163
1605,Facebook,Conversions,0.017,2.4,1.59,0.054,447,0.69,0,3,0.69,44,165
1606,Google,Traffic,0.026,2.41,1.53,0.065,107,0.54,14,0,0.78,37,98
1607,Google,Traffic,0.045,1.83,1.02,0.035,295,0.66,9,1,0.79,28,145
1608,Google,Awareness,0.045,1.02,2.04,0.117,470,0.55,3,4,0.94,47,179
1609,TikTok,Awareness,0.01,0.91,0.96,0.093,392,0.94,17,8,0.41,39,188
1610,Facebook,Awareness,0.024,1.19,0.77,0.079,270,0.85,10,1,0.59,47,142
1611,Facebook,Awareness,0.022,0.56,2.13,0.115,114,0.52,16,1,0.25,9,93
1612,TikTok,Awareness,0.015,2.12,2.09,0.111,351,0.78,8,1,0.21,30,151
1613,Google,Traffic,0.013,1.64,1.36,0.096,344,0.83,11,5,0.52,32,161
1614,Facebook,Traffic,0.046,0.56,1.11,0.066,422,0.75,9,0,0.82,20,188
1615,Facebook,Awareness,0.022,2.48,2.12,0.092,358,0.91,4,1,0.54,21,154
1616,Google,Awareness,0.047,0.71,0.7,0.052,330,0.65,14,3,0.74,33,165
1617,Google,Conversions,0.021,1.37,2.51,0.079,363,0.56,15,8,0.46,34,164
1618,TikTok,Traffic,0.017,1.7,2.46,0.058,147,0.6,2,4,0.86,13,80
1619,Google,Traffic,0.016,2.86,0.54,0.047,377,0.83,12,7,0.88,22,178
1620,TikTok,Traffic,0.023,2.92,0.62,0.04,472,0.58,5,1,0.62,13,182
1621,Google,Awareness,0.02,0.65,1.77,0.043,135,0.51,9,6,0.77,11,87
1622,TikTok,Conversions,0.027,2.84,2.24,0.106,228,0.72,18,1,0.71,43,148
1623,TikTok,Awareness,0.019,2.31,1.8,0.054,331,0.94,18,6,0.47,5,175
1624,TikTok,Awareness,0.048,1.57,1.75,0.038,462,0.86,13,3,0.71,10,208
1625,Google,Conversions,0.03,1.89,1.87,0.042,231,0.53,15,9,0.76,16,128
1626,Google,Traffic,0.036,2.73,1.11,0.11,101,0.7,18,3,0.66,14,106
1627,Google,Conversions,0.027,0.58,1.59,0.043,121,0.81,5,8,0.27,5,70
1628,TikTok,Traffic,0.024,0.84,2.69,0.097,301,0.67,17,2,0.32,32,157
1629,Facebook,Conversions,0.023,1.8,1.77,0.058,326,0.57,9,3,0.65,27,147
1630,Google,Traffic,0.032,0.72,1.33,0.1,85,0.68,13,4,0.81,18,90
1631,TikTok,Traffic,0.033,2.96,2.17,0.036,178,0.76,16,3,0.9,42,131
1632,Facebook,Conversions,0.042,0.77,2.26,0.061,126,0.89,4,4,0.75,33,85
1633,TikTok,Awareness,0.026,3.0,0.96,0.088,230,0.55,17,6,0.28,43,127
1634,Google,Awareness,0.039,0.66,2.02,0.117,409,0.88,8,6,0.9,14,181
1635,TikTok,Awareness,0.025,2.75,1.97,0.079,212,0.9,18,3,0.68,5,146
1636,Google,Traffic,0.018,1.17,2.19,0.09,285,0.61,19,2,0.79,12,165
1637,Facebook,Conversions,0.021,1.83,1.85,0.024,130,0.74,13,9,0.79,21,100
1638,TikTok,Traffic,0.048,1.5,2.85,0.029,212,0.86,16,0,0.78,25,144
1639,Facebook,Conversions,0.043,2.44,2.17,0.058,115,0.93,4,0,0.73,23,87
1640,Google,Conversions,0.044,1.72,2.85,0.105,235,0.69,11,7,0.71,35,125
1641,Facebook,Awareness,0.046,2.26,1.71,0.06,414,0.65,9,1,0.79,32,181
1642,TikTok,Awareness,0.047,0.64,2.38,0.046,70,0.95,11,7,0.66,20,83
1643,Google,Awareness,0.043,2.08,0.72,0.02,264,0.6,3,1,0.81,28,119
1644,TikTok,Awareness,0.042,0.96,2.0,0.041,343,0.53,16,3,0.54,49,166
1645,TikTok,Traffic,0.035,1.78,2.49,0.043,429,0.86,2,2,0.68,25,171
1646,TikTok,Traffic,0.019,2.64,1.67,0.04,232,0.59,11,5,0.57,43,121
1647,Facebook,Awareness,0.033,1.06,0.98,0.049,357,0.64,9,4,0.52,34,155
1648,Facebook,Traffic,0.024,1.72,2.87,0.035,177,0.78,15,8,0.85,26,123
1649,Google,Awareness,0.019,1.76,2.25,0.068,247,0.54,9,3,0.87,31,127
1650,Facebook,Conversions,0.04,2.14,0.98,0.049,145,0.65,5,6,0.64,36,82
1651,Facebook,Traffic,0.026,2.64,1.3,0.109,417,0.84,11,9,0.27,6,174
1652,Facebook,Traffic,0.01,2.76,2.56,0.084,333,0.65,8,5,0.87,40,151
1653,Google,Traffic,0.044,2.2,2.66,0.039,436,0.53,4,2,0.25,37,159
1654,Facebook,Conversions,0.046,2.8,1.43,0.081,250,0.88,2,8,0.6,29,110
1655,Google,Conversions,0.036,0.84,1.46,0.053,372,0.75,0,4,0.86,7,147
1656,Google,Conversions,0.04,1.68,2.87,0.08,244,0.71,9,0,0.8,43,133
1657,Facebook,Awareness,0.031,1.0,2.28,0.067,206,0.7,12,8,0.82,48,121
1658,Google,Traffic,0.02,2.28,1.8,0.092,188,0.6,0,2,0.91,15,90
1659,TikTok,Awareness,0.038,1.69,2.8,0.056,236,0.86,10,7,0.9,36,132
1660,Google,Traffic,0.037,0.97,2.57,0.068,491,0.51,17,1,0.26,37,209
1661,Google,Awareness,0.04,2.25,2.88,0.031,289,0.58,4,4,0.83,21,126
1662,TikTok,Conversions,0.035,0.6,1.09,0.098,143,0.88,18,3,0.55,28,122
1663,Facebook,Traffic,0.031,1.03,2.34,0.101,80,0.76,12,1,0.28,15,81
1664,TikTok,Awareness,0.049,2.56,2.52,0.035,373,0.94,17,0,0.36,47,189
1665,TikTok,Conversions,0.041,1.2,1.84,0.048,300,0.61,1,4,0.5,49,116
1666,Facebook,Awareness,0.024,2.42,2.34,0.024,418,0.53,5,1,0.36,17,159
1667,Google,Traffic,0.014,1.44,0.75,0.105,176,0.53,4,0,0.79,35,94
1668,TikTok,Traffic,0.049,2.73,1.61,0.065,184,0.85,8,9,0.93,11,110
1669,Google,Traffic,0.049,1.64,1.89,0.118,331,0.53,9,4,0.37,9,141
1670,Facebook,Traffic,0.016,1.23,1.75,0.059,60,0.51,5,8,0.48,35,47
1671,Facebook,Awareness,0.034,1.0,0.94,0.088,461,0.64,5,1,0.22,30,173
1672,Facebook,Awareness,0.031,0.56,2.7,0.04,469,0.92,13,0,0.63,8,213
1673,Google,Conversions,0.027,2.45,0.58,0.058,433,0.92,16,1,0.51,40,206
1674,Google,Conversions,0.04,2.05,0.67,0.041,77,0.72,6,1,0.57,43,70
1675,Google,Conversions,0.012,2.32,0.75,0.022,419,0.7,10,3,0.79,18,184
1676,Google,Traffic,0.028,0.87,1.89,0.086,418,0.58,0,5,0.41,28,145
1677,Facebook,Awareness,0.019,1.75,2.1,0.111,453,0.82,17,5,0.83,25,214
1678,Facebook,Traffic,0.018,2.18,2.73,0.069,203,0.54,16,1,0.26,20,121
1679,TikTok,Traffic,0.031,1.5,1.86,0.112,434,0.92,19,0,0.54,34,216
1680,TikTok,Traffic,0.022,1.35,0.76,0.043,220,0.73,17,8,0.25,10,127
1681,Facebook,Traffic,0.045,2.87,1.62,0.02,109,0.73,1,8,0.67,39,62
1682,TikTok,Traffic,0.043,1.54,2.74,0.106,140,0.74,14,0,0.9,41,117
1683,Facebook,Traffic,0.018,2.19,0.77,0.061,408,0.81,7,7,0.61,6,169
1684,Google,Awareness,0.035,1.81,2.84,0.075,429,0.89,9,6,0.73,6,186
1685,Google,Awareness,0.026,2.04,0.62,0.102,210,0.58,5,7,0.47,29,95
1686,TikTok,Traffic,0.03,2.5,2.76,0.031,116,0.87,17,6,0.32,27,103
1687,Google,Awareness,0.031,1.31,2.41,0.038,322,0.52,5,0,0.2,17,128
1688,Facebook,Traffic,0.047,0.56,0.53,0.081,180,0.92,11,1,0.93,14,126
1689,TikTok,Awareness,0.012,1.65,2.38,0.074,296,0.72,0,7,0.33,13,109
1690,Google,Awareness,0.048,1.17,2.66,0.06,415,0.87,8,3,0.7,42,181
1691,Google,Awareness,0.023,2.94,1.05,0.029,309,0.74,3,6,0.5,33,126
1692,TikTok,Traffic,0.042,2.86,2.07,0.073,397,0.93,10,8,0.28,38,169
1693,Facebook,Traffic,0.012,1.11,2.28,0.079,282,0.77,1,5,0.37,11,112
1694,TikTok,Traffic,0.037,2.84,2.38,0.093,204,0.93,3,8,0.44,36,97
1695,Google,Conversions,0.019,1.95,2.1,0.082,286,0.77,7,4,0.21,27,126
1696,Google,Awareness,0.031,2.56,2.67,0.1,280,0.61,7,2,0.86,40,135
1697,TikTok,Conversions,0.013,1.37,2.03,0.119,125,0.63,13,0,0.83,46,105
1698,TikTok,Awareness,0.032,2.56,1.05,0.039,490,0.7,8,8,0.86,15,197
1699,Facebook,Awareness,0.021,0.51,1.18,0.101,198,0.51,18,7,0.6,39,124
1700,TikTok,Traffic,0.046,2.72,1.69,0.07,466,0.62,18,2,0.77,15,216
1701,TikTok,Traffic,0.042,0.98,2.26,0.04,237,0.94,19,3,0.9,6,161
1702,TikTok,Conversions,0.046,2.4,1.48,0.099,128,0.7,3,6,0.84,27,77
1703,Facebook,Awareness,0.019,1.72,0.9,0.081,300,0.61,6,1,0.2,22,126
1704,TikTok,Awareness,0.036,1.15,1.04,0.038,201,0.77,17,6,0.37,14,127
1705,Facebook,Awareness,0.043,0.51,2.83,0.082,295,0.89,13,2,0.95,30,164
1706,TikTok,Traffic,0.031,2.13,2.28,0.065,353,0.7,8,8,0.8,9,154
1707,Google,Awareness,0.022,2.95,1.07,0.092,76,0.59,9,8,0.47,40,64
1708,Google,Awareness,0.045,2.8,2.58,0.075,354,0.63,1,9,0.67,37,132
1709,TikTok,Conversions,0.033,2.29,1.05,0.041,469,0.62,11,8,0.69,19,192
1710,TikTok,Traffic,0.041,1.08,2.6,0.078,63,0.89,13,6,0.58,5,83
1711,TikTok,Conversions,0.031,2.06,2.44,0.024,338,0.94,5,7,0.4,49,143
1712,Google,Traffic,0.042,1.39,1.15,0.08,337,0.73,8,7,0.68,8,149
1713,Google,Awareness,0.022,0.92,2.66,0.026,492,0.86,16,5,0.89,12,226
1714,Google,Conversions,0.025,2.58,2.57,0.107,370,0.76,12,6,0.78,41,173
1715,Facebook,Traffic,0.039,2.17,0.51,0.06,218,0.74,2,8,0.7,23,98
1716,Facebook,Conversions,0.022,2.58,0.8,0.036,461,0.7,8,6,0.7,10,187
1717,TikTok,Traffic,0.047,2.2,0.85,0.073,389,0.66,2,0,0.85,7,158
1718,TikTok,Traffic,0.032,2.86,1.03,0.113,466,0.79,6,0,0.25,8,183
1719,Google,Awareness,0.028,2.51,1.63,0.092,141,0.72,0,7,0.5,24,66
1720,Google,Awareness,0.031,0.91,2.18,0.059,163,0.74,18,9,0.82,18,123
1721,Google,Conversions,0.01,1.84,1.04,0.082,443,0.72,15,5,0.42,29,195
1722,Google,Traffic,0.049,2.91,1.0,0.039,120,0.56,10,7,0.25,36,75
1723,TikTok,Traffic,0.041,2.0,2.83,0.107,423,0.76,7,1,0.91,25,184
1724,Google,Traffic,0.018,1.76,1.02,0.052,241,0.74,7,0,0.67,8,125
1725,TikTok,Traffic,0.032,0.61,1.58,0.072,200,0.78,18,1,0.26,41,132
1726,Google,Traffic,0.019,2.72,2.83,0.08,86,0.66,12,2,0.71,47,87
1727,Facebook,Conversions,0.011,0.67,0.74,0.049,300,0.79,15,8,0.9,17,161
1728,TikTok,Traffic,0.01,0.69,1.3,0.104,291,0.83,5,3,0.6,25,133
1729,Facebook,Traffic,0.037,1.52,2.72,0.06,124,0.65,12,1,0.66,18,98
1730,Google,Conversions,0.028,1.32,1.2,0.113,496,0.52,8,1,0.54,44,194
1731,Facebook,Awareness,0.039,1.76,1.2,0.119,447,0.56,4,5,0.5,12,165
1732,Facebook,Awareness,0.02,2.13,0.95,0.085,442,0.88,18,8,0.9,17,214
1733,TikTok,Traffic,0.012,2.85,2.04,0.109,465,0.75,5,4,0.5,21,180
1734,Google,Traffic,0.049,0.95,2.46,0.078,216,0.69,16,4,0.79,14,137
1735,Facebook,Traffic,0.02,2.18,1.76,0.028,81,0.61,8,2,0.77,19,76
1736,Facebook,Conversions,0.047,1.36,2.72,0.023,123,0.9,6,1,0.31,47,84
1737,Google,Traffic,0.037,2.53,2.06,0.06,392,0.67,1,7,0.29,23,139
1738,Facebook,Traffic,0.036,1.69,1.51,0.085,193,0.57,14,5,0.56,38,116
1739,Google,Traffic,0.02,2.67,1.69,0.11,72,0.56,16,1,0.51,19,87
1740,Facebook,Conversions,0.035,2.68,2.58,0.118,415,0.87,6,2,0.27,41,169
1741,TikTok,Awareness,0.028,0.7,2.62,0.112,422,0.73,17,8,0.38,37,190
1742,Google,Awareness,0.027,2.71,2.1,0.095,164,0.6,0,1,0.26,31,71
1743,Google,Awareness,0.016,1.15,2.5,0.074,436,0.89,3,1,0.88,38,181
1744,Google,Awareness,0.032,2.07,1.04,0.026,434,0.93,12,7,0.79,37,196
1745,Facebook,Traffic,0.025,0.76,2.26,0.114,424,0.87,19,7,0.64,32,206
1746,Google,Conversions,0.019,0.54,1.12,0.078,465,0.54,6,9,0.36,45,168
1747,TikTok,Conversions,0.026,1.97,1.42,0.111,56,0.63,15,3,0.29,22,76
1748,Facebook,Awareness,0.021,1.83,1.82,0.054,254,0.94,7,4,0.5,7,127
1749,Facebook,Traffic,0.048,1.68,2.09,0.078,194,0.65,10,4,0.84,21,115
1750,Facebook,Traffic,0.038,2.82,1.19,0.073,312,0.71,17,7,0.35,24,157
1751,TikTok,Traffic,0.034,1.79,1.77,0.038,452,0.61,16,9,0.97,30,204
1752,TikTok,Awareness,0.048,0.74,1.48,0.023,115,0.84,6,4,0.75,33,85
1753,TikTok,Conversions,0.031,2.22,1.47,0.034,407,0.67,2,1,0.89,21,164
1754,TikTok,Traffic,0.026,1.86,1.86,0.066,414,0.88,3,3,0.72,22,169
1755,Facebook,Conversions,0.015,1.83,2.47,0.031,369,0.91,8,6,0.64,14,164
1756,TikTok,Traffic,0.029,1.52,2.64,0.056,353,0.89,4,2,0.9,17,158
1757,Facebook,Conversions,0.031,2.95,1.23,0.106,340,0.73,2,5,0.24,31,128
1758,Google,Awareness,0.033,1.16,0.63,0.029,364,0.62,14,1,0.56,25,173
1759,Google,Traffic,0.034,2.11,1.98,0.099,113,0.87,6,1,0.38,44,81
1760,Facebook,Traffic,0.028,1.53,1.08,0.113,113,0.83,10,1,0.44,20,91
1761,TikTok,Conversions,0.039,2.13,0.66,0.092,133,0.55,6,6,0.84,10,82
1762,Facebook,Awareness,0.015,2.69,2.25,0.043,442,0.72,19,6,0.77,39,211
1763,Facebook,Traffic,0.03,2.44,1.37,0.065,340,0.63,8,1,0.96,48,159
1764,Facebook,Conversions,0.01,2.23,2.35,0.083,313,0.77,18,0,0.3,42,168
1765,Facebook,Awareness,0.036,2.71,1.07,0.067,245,0.62,11,9,0.23,42,115
1766,Google,Conversions,0.014,1.01,1.47,0.111,373,0.81,18,1,0.21,27,184
1767,Google,Awareness,0.034,1.54,1.54,0.083,221,0.95,12,2,0.38,26,130
1768,TikTok,Traffic,0.036,0.96,1.39,0.051,101,0.68,13,1,0.87,40,99
1769,Facebook,Awareness,0.025,1.57,2.64,0.058,485,0.78,2,0,0.96,42,193
1770,TikTok,Awareness,0.018,2.85,1.6,0.111,179,0.7,15,7,0.85,37,122
1771,TikTok,Conversions,0.023,1.0,2.83,0.041,425,0.82,15,7,0.41,39,190
1772,TikTok,Conversions,0.019,1.99,2.16,0.035,99,0.93,7,3,0.82,47,88
1773,Facebook,Conversions,0.017,2.27,0.77,0.103,228,0.77,0,5,0.27,38,91
1774,Google,Awareness,0.042,1.63,0.99,0.071,76,0.73,15,5,0.52,29,87
1775,Facebook,Awareness,0.049,2.1,2.61,0.026,163,0.91,11,0,0.72,33,118
1776,TikTok,Traffic,0.02,1.52,2.21,0.058,270,0.53,15,3,0.47,29,140
1777,Google,Traffic,0.039,1.72,2.4,0.03,381,0.82,1,5,0.86,33,153
1778,TikTok,Conversions,0.028,1.22,2.77,0.023,410,0.9,16,0,0.9,22,208
1779,Google,Awareness,0.037,2.24,1.67,0.094,260,0.53,15,7,0.48,44,134
1780,Google,Conversions,0.03,1.34,1.71,0.066,74,0.91,8,2,0.48,23,77
1781,TikTok,Traffic,0.043,0.67,1.39,0.089,55,0.71,9,9,0.68,26,64
1782,Facebook,Awareness,0.027,1.59,1.27,0.031,163,0.69,6,4,0.64,25,93
1783,TikTok,Traffic,0.021,1.62,1.89,0.026,336,0.64,4,1,0.74,19,143
1784,Google,Awareness,0.039,1.92,1.15,0.056,158,0.67,14,1,0.49,13,111
1785,Google,Awareness,0.044,2.3,0.81,0.117,53,0.62,13,7,0.92,17,78
1786,TikTok,Conversions,0.05,2.3,2.76,0.063,312,0.81,8,5,0.87,7,150
1787,TikTok,Traffic,0.038,0.76,2.2,0.032,423,0.78,5,4,0.4,15,166
1788,TikTok,Conversions,0.032,1.03,2.12,0.045,80,0.75,13,2,0.39,9,84
1789,Google,Awareness,0.043,2.38,2.71,0.068,451,0.71,17,7,0.69,35,205
1790,Google,Conversions,0.034,1.71,2.99,0.052,454,0.62,3,8,0.44,32,163
1791,TikTok,Awareness,0.023,2.46,0.85,0.047,266,0.64,12,7,0.75,17,137
1792,Facebook,Awareness,0.039,1.44,0.71,0.094,344,0.71,0,4,0.62,20,132
1793,Facebook,Conversions,0.044,2.61,2.52,0.055,414,0.75,1,2,0.71,13,161
1794,TikTok,Conversions,0.038,2.84,1.47,0.07,485,0.64,9,0,0.88,10,204
1795,TikTok,Traffic,0.02,1.8,1.41,0.087,314,0.57,4,4,0.59,47,129
1796,TikTok,Traffic,0.039,1.9,0.87,0.096,145,0.61,14,3,0.23,43,98
1797,Facebook,Traffic,0.027,0.77,1.68,0.077,496,0.89,8,6,0.76,13,204
1798,Google,Traffic,0.043,1.92,1.42,0.038,418,0.75,7,8,0.38,26,164
1799,Facebook,Awareness,0.033,0.8,1.59,0.08,231,0.71,10,4,0.75,26,126
1800,Facebook,Awareness,0.021,2.17,1.83,0.086,196,0.68,18,9,0.61,9,127
1801,TikTok,Conversions,0.022,0.78,0.79,0.074,140,0.68,7,0,0.26,24,85
1802,Facebook,Traffic,0.044,2.01,1.97,0.104,199,0.79,17,2,0.31,46,130
1803,Facebook,Conversions,0.013,2.85,1.68,0.03,358,0.61,19,9,0.94,21,183
1804,Facebook,Conversions,0.037,0.94,1.51,0.11,499,0.51,15,1,0.82,42,217
1805,Facebook,Awareness,0.03,2.22,3.0,0.117,151,0.51,8,3,0.29,16,83
1806,Google,Traffic,0.038,2.9,0.57,0.024,305,0.7,4,7,0.75,6,130
1807,Facebook,Conversions,0.02,1.93,1.42,0.083,440,0.94,4,8,0.25,34,167
1808,Facebook,Awareness,0.029,1.06,1.83,0.046,403,0.74,0,2,0.27,6,146
1809,Google,Awareness,0.026,1.96,0.7,0.099,313,0.92,11,2,0.51,32,157
1810,Google,Conversions,0.036,0.52,1.58,0.066,272,0.85,9,5,0.52,32,135
1811,TikTok,Awareness,0.012,2.07,1.59,0.119,188,0.57,12,3,0.95,22,119
1812,Google,Traffic,0.02,1.93,0.6,0.12,400,0.69,17,5,0.54,9,189
1813,Facebook,Conversions,0.029,2.15,2.78,0.048,372,0.75,2,6,0.7,33,147
1814,Google,Awareness,0.036,1.1,2.46,0.024,73,0.71,3,3,0.62,31,60
1815,Facebook,Awareness,0.038,1.57,1.22,0.045,345,0.72,9,8,0.28,16,145
